program,content,start,end,start_s,end_s,duration_s
PROG_2020_00823937,"Joukkueen pyyntöä siirtää
ottelua ei hyväksytty.","00:09:02,400","00:09:05,320",542.4,545.32,2.9200000000000728
PROG_2020_00823937,"Kauhajokiset olivat pelin
puolivälissä vain kaksi","00:09:05,320","00:09:08,000",545.32,548.0,2.67999999999995
PROG_2020_00823937,"pistettä vilpasta jäljessä,
mutta vilpas väänsi 24 pistettä","00:09:08,000","00:09:11,920",548.0,551.92,3.919999999999959
PROG_2020_00823937,"tahkonneen Mikko Koiviston
johdolla ottelusta 86 76 voiton.","00:09:11,920","00:09:17,960",551.92,557.96,6.040000000000077
PROG_2020_00823937,"Vilpas nousi voitolla
liigassa kolmanneksi.","00:09:17,960","00:09:21,800",557.96,561.8,3.839999999999918
PROG_2020_00823937,"Naisten korisliigassa Tapiolan
honka katkaisi Forssan alun viiden","00:09:21,960","00:09:25,840",561.96,565.84,3.8799999999999955
PROG_2020_00823937,"ottelun voittoputken, kun se voitti
kotikentällään forssalaiset 101 92.","00:09:25,840","00:09:30,400",565.84,570.4,4.559999999999945
PROG_2020_00823937,"Espoolaisten paras oli Sierra de loin
joka pussitti 36 pistettä ja antoi","00:09:31,680","00:09:37,280",571.68,577.28,5.600000000000023
PROG_2020_00823937,"seitsemän koriin johtanutta syöttöä.
Kolmas peräkkäinen voitto","00:09:37,280","00:09:40,720",577.28,580.72,3.4400000000000546
PROG_2020_00823937,"nosti hongan sarjataulukossa
forssalaisten ohi kolmanneksi.","00:09:40,720","00:09:46,320",580.72,586.32,5.600000000000023
PROG_2020_00823937,"Ja tässä oli illan ainoa urheiluruutu
urheilu-uutisia seuraavan","00:09:47,680","00:09:51,280",587.68,591.28,3.6000000000000227
PROG_2020_00823937,kerran aamuteeveessä meiltä näkemiin.,"00:09:51,280","00:09:55,280",591.28,595.28,4.0
PROG_2020_00823938,"Floridan kapteeni Aleksander Barkov
hakee pitkään alisuorittaneen
joukkueensa kanssa menestystä.","00:00:20,080","00:00:25,960",20.08,25.96,5.880000000000003
PROG_2020_00823938,"SM-liigassa mieli muuttui pääasiaksi
nousi se että kausi saadaan pelattua.","00:00:26,040","00:00:30,240",26.04,30.24,4.199999999999999
PROG_2020_00823938,"Vantaan Suomen cupissa annettiin
näyttöjä tuleviin kisoihin.-","00:00:30,240","00:00:34,400",30.24,34.4,4.16
PROG_2020_00823938,"Floridan suomalaiskapteeni Alexander
Barkov on noussut viime vuosina.","00:00:40,000","00:00:43,680",40.0,43.68,3.6799999999999997
PROG_2020_00823938,"Hän huolen arvostetuimpien
keskushyökkääjien joukkoon,","00:00:43,680","00:00:46,320",43.68,46.32,2.6400000000000006
PROG_2020_00823938,"tästä huolimatta joukkueen
menestys on ollut kaudesta toiseen","00:00:46,320","00:00:49,160",46.32,49.16,2.8399999999999963
PROG_2020_00823938,"vaatimatonta mikä on jo turhauttanut
kunnianhimoista huippupelaaja.","00:00:49,160","00:00:53,680",49.16,53.68,4.520000000000003
PROG_2020_00823938,"Tämä on kapteeni Barkovin
valtakuntaa samanlaisissa Floridassa.","00:00:53,680","00:00:58,200",53.68,58.2,4.520000000000003
PROG_2020_00823938,"Edessä siintävä poikkeuskausi on
asettanut pelaajille omat haasteensa
lähestyä lyhyttä runkosarjaa.","00:00:58,200","00:01:04,880",58.2,64.88,6.679999999999993
PROG_2020_00823938,"Piti vähän niinku.
Sanotaan näin että.","00:01:04,880","00:01:07,560",64.88,67.56,2.680000000000007
PROG_2020_00823938,"Vähän kattellaan milloin
mitenkin reenaillaan kannattaa","00:01:08,880","00:01:12,360",68.88,72.36,3.480000000000004
PROG_2020_00823938,"treenata ihan niinku tossa.
Ihan niinku täysiä,","00:01:12,360","00:01:15,920",72.36,75.92,3.5600000000000023
PROG_2020_00823938,"mutta joulukuun lopussa että jos
me palataan vaikka helmikuussa.","00:01:15,920","00:01:20,000",75.92,80.0,4.079999999999998
PROG_2020_00823938,"Alkuhan tärkeä siinä pitää lähtee
niiden tyylin liikkeellä heti ekasta","00:01:20,080","00:01:25,200",80.08,85.2,5.1200000000000045
PROG_2020_00823938,"pelistä ja ekasta erästä lähtien.
Pitää olla sitten valmiina kun tuli","00:01:25,200","00:01:29,960",85.2,89.96000000000001,4.760000000000005
PROG_2020_00823938,"jotenkin ei oo kaheksi on katkeria
vaan 56 niin jokainen peli on tärkeä.","00:01:29,960","00:01:35,280",89.96000000000001,95.28,5.319999999999993
PROG_2020_00823938,"Aleksander Barkov on
noussut Floridassa NHL:n","00:01:35,280","00:01:38,640",95.28,98.64,3.3599999999999994
PROG_2020_00823938,"eliittikeskushyökkääjien
kunnioitettuun kaartiin,","00:01:38,640","00:01:41,760",98.64,101.75999999999999,3.1199999999999903
PROG_2020_00823938,"mutta joukkueen menestys on jäänyt
kaukaiseksi haaveeksi seitsemän","00:01:41,760","00:01:46,840",101.75999999999999,106.84,5.0800000000000125
PROG_2020_00823938,"NHL-kautensa aikana Barkov on
joutunut ajoittain jo turhautumaan
joukkueen vaisuihin kausiin.","00:01:46,840","00:01:53,040",106.84,113.03999999999999,6.199999999999989
PROG_2020_00823938,"Sillä hän valehtelee ja sanoin
suoraan, ei se kivaa oo tossa.","00:01:53,040","00:01:58,040",113.03999999999999,118.03999999999999,5.0
PROG_2020_00823938,"Ihan niinku ensimmäisenä joukkueena
tippua pudotuspeleistä Cain
ei niinku ei päästy sitten.","00:01:58,040","00:02:04,320",118.03999999999999,124.32,6.280000000000001
PROG_2020_00823938,"Niinku ei tässä pelokas sitä varten
et pelataan 22 peliä ja sitten kai.","00:02:04,320","00:02:08,520",124.32,128.52,4.200000000000017
PROG_2020_00823938,Se on tässä pelataan Stanley cupista.,"00:02:09,840","00:02:12,280",129.84,132.28,2.4399999999999977
PROG_2020_00823938,"Jokainen elämän ja tavote
et se on niinku sen eteen.","00:02:12,280","00:02:17,520",132.28,137.52,5.240000000000009
PROG_2020_00823938,"Yritän tehä niinku ihan kaikki
niin joo, joskus sitten niinku","00:02:17,520","00:02:21,360",137.52,141.36,3.8400000000000034
PROG_2020_00823938,"päässyt sille tasolle niin mikäs
sen parempaa. Kaiken huonoja yli.","00:02:21,360","00:02:28,680",141.36,148.68,7.319999999999993
PROG_2020_00823938,"Ja sit sä pääset sinne niin kuin
sinne minne sattuu. Se on vähän.","00:02:28,680","00:02:34,320",148.68,154.32,5.639999999999986
PROG_2020_00823938,"Lojaalisuus omalle seuralleen
on kunnianhimoiselle Barkoville","00:02:35,520","00:02:39,040",155.52,159.04,3.519999999999982
PROG_2020_00823938,"ominaista ja myös usko Floridan
parempaan tulevaisuuteen.","00:02:39,040","00:02:43,440",159.04,163.44,4.400000000000006
PROG_2020_00823938,"Alueena haluan myös auttaa tän
joukkueen ja organisaationne
pääsee seuraavalle tasolle.","00:02:43,440","00:02:49,680",163.44,169.68,6.240000000000009
PROG_2020_00823938,"Mikä on pelata PlayOff
jatkokaudesta toiseen ja sitten.","00:02:49,680","00:02:55,680",169.68,175.68,6.0
PROG_2020_00823938,"NHL kausi alkaa ensi yönä Suomen
aikaa Tommi Seppälä minkälaisissa
tunnelmissa/ odotellaan.","00:02:58,680","00:03:05,880",178.68,185.88,7.199999999999989
PROG_2020_00823938,"No jännittyneessä tietenkin,
että tuskin kukaan nyt tietää et","00:03:07,120","00:03:10,360",187.12,190.36,3.240000000000009
PROG_2020_00823938,"mitenkään tai koronan kanssa tässä
edetään ja merkintä on rehellisyyden","00:03:10,360","00:03:13,680",190.36,193.68,3.319999999999993
PROG_2020_00823938,"nimissä aika huolestuttava tai näitä
tartuntoja ja autosta altistumisia","00:03:13,680","00:03:18,280",193.68,198.28,4.599999999999994
PROG_2020_00823938,"on nyt nähty oikeastaan joka
puolella ja tänään viimeksi mm.","00:03:18,280","00:03:21,840",198.28,201.84,3.5600000000000023
PROG_2020_00823938,"median porukoissa eli eli hyvin
hyvin jännittyneitä erikoiset
tunnelmat varmasti joka puolella.","00:03:21,840","00:03:27,720",201.84,207.72,5.8799999999999955
PROG_2020_00823938,"Niin Dallasin joukkueessa on ollut
runsaasti noita tartuntoja niin
mitenkä nämä vaikuttavat otteluihin.","00:03:27,720","00:03:35,400",207.72,215.4,7.680000000000007
PROG_2020_00823938,"No niitähän tullaan siirtämään ja
on siirretty jo että tota niin se","00:03:37,080","00:03:40,880",217.07999999999998,220.88,3.8000000000000114
PROG_2020_00823938,"tässä varmasti on nyt se uhkakuva
ja realismin mitä mitä tullaan","00:03:40,880","00:03:44,880",220.88,224.88,4.0
PROG_2020_00823938,"näkemään eli tuskin tässä nyt ihan
kuivin jaloin selvitä ja siinä sit","00:03:44,880","00:03:48,280",224.88,228.28,3.4000000000000057
PROG_2020_00823938,"taas tarvitaan niin kuin liigalta
joukkueelta venymiskykyä ja sitten,","00:03:48,280","00:03:52,600",228.28,232.6,4.319999999999993
PROG_2020_00823938,jos näitä otteluita pitää siirtää.,"00:03:52,600","00:03:54,720",232.6,234.72,2.1200000000000045
PROG_2020_00823938,"Minkälaisia ohjeita ja sääntöjä
joukkueille on tähän kauteen
koronaviruksen vuoksi annettu.","00:03:54,720","00:04:02,000",234.72,242.0,7.280000000000001
PROG_2020_00823938,"No tämä manuaali aina haalean
toimesta oli jo oli yli 200 sivuinen","00:04:03,280","00:04:07,040",243.28,247.04,3.759999999999991
PROG_2020_00823938,"että kyllä siellä kova yritys on
ensimmäinen huomio liittyy siihen,","00:04:07,040","00:04:10,840",247.04,250.84,3.8000000000000114
PROG_2020_00823938,"että joukkueet ei saa enää käyttää
tätä on fittuPlay mitä syksyn","00:04:10,840","00:04:15,000",250.84,255.0,4.159999999999997
PROG_2020_00823938,"kuplassa käytettiin heidän on
julkistettavana ja koronan tartunnat.","00:04:15,000","00:04:19,080",255.0,259.08,4.079999999999984
PROG_2020_00823938,"Ja sit tietysti nämä tartunnan
saaneet pelaajat niin he eivät saa","00:04:19,080","00:04:22,440",259.08,262.44,3.3600000000000136
PROG_2020_00823938,"palata peleihin ennen kuin lupa
on tullut sekä lääkäreiltä että","00:04:22,440","00:04:25,560",262.44,265.56,3.1200000000000045
PROG_2020_00823938,"kardiologilta altistuneet pelaajat
saa pelata mikäli ovat oireettomia","00:04:25,560","00:04:30,720",265.56,270.72,5.160000000000025
PROG_2020_00823938,"ja testi on negatiivinen ja sitten
viimeinen huomio oikeastaan liittyy","00:04:30,720","00:04:35,000",270.72,275.0,4.279999999999973
PROG_2020_00823938,"näihin vieraspelireissuihin,
eli siellä jokaisella pelaajalla","00:04:35,000","00:04:37,960",275.0,277.96,2.9599999999999795
PROG_2020_00823938,"on oma huone hotellissa ja
poistuminen näistä hotellista on","00:04:37,960","00:04:42,160",277.96,282.15999999999997,4.199999999999989
PROG_2020_00823938,"kiellettyä eli ravintolat kaupata
ostoskeskukset tällaiset niin","00:04:42,160","00:04:45,920",282.15999999999997,285.92,3.7600000000000477
PROG_2020_00823938,"niin pelaajien elämä kyllä sillä
tavalla on hyvin rajoitettua.","00:04:45,920","00:04:50,320",285.92,290.32,4.399999999999977
PROG_2020_00823938,"Paljon on tehty sen eteen,
että kausi saadaan pelattua","00:04:50,320","00:04:52,920",290.32,292.92,2.6000000000000227
PROG_2020_00823938,"ketkä tähän erikoiseen kauteen
lähtivät ennakkosuosikkeina.","00:04:52,920","00:04:57,760",292.92,297.76,4.839999999999975
PROG_2020_00823938,"No pakko on tietysti mainita
hallitseva mestari Tampere joutuu","00:04:58,880","00:05:02,160",298.88,302.16,3.2800000000000296
PROG_2020_00823938,"kauteen ilman ykköstähteään niinkin
takuu Gerardiin mutta heillä on silti","00:05:02,160","00:05:06,240",302.16,306.24,4.079999999999984
PROG_2020_00823938,"valtavan hyvä joukkue Mikko Rantasen
Joonas Donskoin Colorado on varmasti","00:05:06,240","00:05:11,000",306.24,311.0,4.759999999999991
PROG_2020_00823938,"yksi potentiaalinen voittajaehdokas
sitten Tuukka Raskin Boston-","00:05:11,000","00:05:15,080",311.0,315.08,4.079999999999984
PROG_2020_00823938,"miksei Dallas Vegas Washington
tämmöiset joukkueet varmasti","00:05:15,080","00:05:18,920",315.08,318.92,3.840000000000032
PROG_2020_00823938,varmasti ovat kovia myös tänä vuonna.,"00:05:18,920","00:05:21,520",318.92,321.52,2.599999999999966
PROG_2020_00823938,"Mitä ensi vuonna se sitten alkaa
kiitos Tommi näistä arvioista.","00:05:21,520","00:05:27,000",321.52,327.0,5.480000000000018
PROG_2020_00823938,"SM-liiga ei aio keskeyttää kauttaan
vaikka ottelut jouduttaisiin","00:05:28,080","00:05:31,240",328.08,331.24,3.160000000000025
PROG_2020_00823938,"pelaamaan tyhjille katsomoille
vielä aiemmin liika oli sitä mieltä,","00:05:31,240","00:05:34,640",331.24,334.64,3.3999999999999773
PROG_2020_00823938,"että ilman yleisöä pelaaminen ei
ole mahdollista siitä koituvien
taloudellisten tappioiden vuoksi.","00:05:34,640","00:05:39,560",334.64,339.56,4.920000000000016
PROG_2020_00823938,"No meidät on pakotettu muuttumaan
mieltä ja ottaa vaihtoehdoista","00:05:41,000","00:05:45,840",341.0,345.84000000000003,4.840000000000032
PROG_2020_00823938,"toiseksi huonoin huonoin oli
se et meikä laittaisi ollenkaan","00:05:45,840","00:05:49,320",345.84000000000003,349.32,3.4799999999999613
PROG_2020_00823938,"ja keskeytettäisiin koko kausi
ja siinä tapauksessa syntyvät","00:05:49,320","00:05:52,600",349.32,352.6,3.2800000000000296
PROG_2020_00823938,"kustannukset olisi vielä isompia
koko yhteisölle seuroille ja sitä","00:05:52,600","00:05:56,920",352.6,356.92,4.319999999999993
PROG_2020_00823938,"kautta seudun ja todennäkösesti
menisi entistä enemmän konkurssiin.","00:05:56,920","00:06:01,920",356.92,361.92,5.0
PROG_2020_00823938,"Liigassa kuudentena oleva KooKoo
otti pelin hallinnan Kuopiossa","00:06:03,800","00:06:06,680",363.8,366.68,2.8799999999999955
PROG_2020_00823938,"KalPaa vastaan Teemu ympäri
ohjasin maalin edestä kokoon","00:06:06,680","00:06:09,960",366.68,369.96,3.2799999999999727
PROG_2020_00823938,"2–0 -johtomaalin KalPa tuli
kolmannessa erässä tasoihin kahden","00:06:09,960","00:06:14,680",369.96,374.68,4.720000000000027
PROG_2020_00823938,"maalin ylivoimalla maalin laukoi
Alexander Ruuttu koko voitti ottelun","00:06:14,680","00:06:19,960",374.68,379.96,5.279999999999973
PROG_2020_00823938,"jatkoajalla kun Kaila Plaza herrat
taisteli vierailijoiden taiteilin","00:06:19,960","00:06:23,640",379.96,383.64,3.680000000000007
PROG_2020_00823938,"vierailijoiden 3–2 voittomaalin
vain 17 sekunnin jälkeen.","00:06:23,640","00:06:29,160",383.64,389.16,5.520000000000039
PROG_2020_00823938,"Naisten korisliigan kärkikamppailussa
Forssan alku vahvisti asemiaan","00:06:30,360","00:06:33,920",390.36,393.92,3.5600000000000023
PROG_2020_00823938,"sarjakolmosena vierasvoitolla Espoon
Basket tiimistä valkoasuinen Forssa","00:06:33,920","00:06:38,120",393.92,398.12,4.199999999999989
PROG_2020_00823938,"vai ottelun pistein 107 86 joukkueen
tehokkain oli 34 pistettä pussittanut","00:06:38,120","00:06:44,040",398.12,404.04,5.920000000000016
PROG_2020_00823938,"niin ja Lloyd tappiosta huolimatta
espoolaiset jatkavat sarjassa toisena","00:06:44,040","00:06:49,440",404.04,409.44,5.399999999999977
PROG_2020_00823938,"salibandyn miesten Afrikassa
sarjan nelonen Turun palloseura","00:06:49,840","00:06:53,440",409.84000000000003,413.44,3.599999999999966
PROG_2020_00823938,"ja kolmantena oleva Espoon Oilers
tarjoilivat tiukan kärkikamppailun","00:06:53,440","00:06:57,480",413.44,417.48,4.0400000000000205
PROG_2020_00823938,"Oilers hankkiutui toisessa
erässä kolmen maalin johtoon FA","00:06:57,480","00:07:00,440",417.48,420.44,2.9599999999999795
PROG_2020_00823938,"TPS onnistui nousemaan tasoihin
kolmannen erän puolivälissä","00:07:00,440","00:07:04,120",420.44,424.12,3.680000000000007
PROG_2020_00823938,"pelin ratkaisijaksi nousi
näyttävänä laukauksella,","00:07:04,120","00:07:06,920",424.12,426.92,2.8000000000000114
PROG_2020_00823938,"Mikko hautaniemi, joka viimeisteli
TPS:lle 6–5 voittolukemat.","00:07:06,920","00:07:12,840",426.92,432.84,5.919999999999959
PROG_2020_00823938,"Kainuun hiihtoseuran ja
Puijon hiihtoseura olivat","00:07:13,400","00:07:15,800",433.4,435.8,2.400000000000034
PROG_2020_00823938,"vahvimmat maastohiihdon Suomen
cupin viesteissä Vantaalla.","00:07:15,800","00:07:19,080",435.8,439.08,3.2799999999999727
PROG_2020_00823938,"Naisten viestissä on parasta
vauhtia pitäneen Kainuun","00:07:19,080","00:07:21,360",439.08,441.36,2.2800000000000296
PROG_2020_00823938,"hiihtoseuran joukkueessa hiihtivät
Heini Hokkanen Anni alakoski ja","00:07:21,360","00:07:24,640",441.36,444.64,3.2799999999999727
PROG_2020_00823938,"ankkurina Anne Kyllönen toiseksi
tuli Hämeenlinnan hiihtoseuran.","00:07:24,640","00:07:28,320",444.64,448.32,3.680000000000007
PROG_2020_00823938,"Miesten viestin ykköseksi taisteli
Puijon hiihtoseura joukkueella huono,","00:07:29,360","00:07:33,440",449.36,453.44,4.079999999999984
PROG_2020_00823938,"Sarkkinen Perttu Hyvärinen
ja Petteri Koivisto.","00:07:33,440","00:07:36,520",453.44,456.52,3.079999999999984
PROG_2020_00823938,"Joni Mäen ankkuroima pohti
Skitiin tuli toiseksi.","00:07:36,520","00:07:39,480",456.52,459.48,2.9600000000000364
PROG_2020_00823938,"Kauden kolmas maastohiihdon Suomen
cup kisattiin Vantaalla ja tästä","00:07:40,800","00:07:45,240",460.8,465.24,4.439999999999998
PROG_2020_00823938,"sitten maastohiihtokiertue siirtyy
viikon päästä viikonloppuna kohti","00:07:45,240","00:07:49,200",465.24,469.2,3.9599999999999795
PROG_2020_00823938,"Lahtea jossa kisataan sitten maailman
cupin merkeissä. Sami jauhojärvi","00:07:49,200","00:07:52,920",469.2,472.92,3.7200000000000273
PROG_2020_00823938,"ketään ostat näiden kahden päivän
osalta täältä Vantaalta esiin eilen","00:07:52,920","00:07:56,320",472.92,476.32,3.3999999999999773
PROG_2020_00823938,"hiihdettiin normaalimatkat viisi
ja 10 km tänään sitten viestit.","00:07:56,320","00:07:59,960",476.32,479.96,3.6399999999999864
PROG_2020_00823938,"No naisten puolella Kerttu
Niskaselta heille loistava veto.","00:07:59,960","00:08:03,480",479.96,483.48,3.5200000000000387
PROG_2020_00823938,"Anne Kyllönen säesti siinä hyvin Anne
Kyllöseltä taas tänään hyvä veto.","00:08:03,480","00:08:07,040",483.48,487.04,3.5600000000000023
PROG_2020_00823938,"Vilma Nissisellä ei ole
vähän tukkosta mutta","00:08:07,040","00:08:08,760",487.04,488.76,1.7199999999999704
PROG_2020_00823938,tänään ihan loistavaa viestihiihto.,"00:08:08,760","00:08:11,440",488.76,491.44,2.680000000000007
PROG_2020_00823938,"Miesten puolella sitten
maajoukkuekolmikon ulkopuolelta","00:08:11,440","00:08:14,400",491.44,494.4,2.9599999999999795
PROG_2020_00823938,"Ville Ahosen Ville hiihti hyvän
hiihdon jo tänä päivänä tietenkin","00:08:14,400","00:08:17,400",494.4,497.4,3.0
PROG_2020_00823938,"nuori Petteri Koivistosta antoi
näytteen ja vähän joka paikkaan.","00:08:17,400","00:08:20,720",497.4,500.72,3.32000000000005
PROG_2020_00823938,"Niin tänään hiihdettiin viestit,","00:08:20,720","00:08:22,200",500.72,502.2,1.4799999999999613
PROG_2020_00823938,"mutta kun kilpailut ovat niin
vähissä niin toimivatko nämä","00:08:22,200","00:08:24,840",502.2,504.84,2.6399999999999864
PROG_2020_00823938,"viestitkin näyttöinä maailman
cuppiin ja toki muihinkin kisoihin.","00:08:24,840","00:08:28,400",504.84,508.4,3.5600000000000023
PROG_2020_00823938,"No kyllähän näitä ainakin
tarkkaillaan ja että miten urheilijat","00:08:28,400","00:08:31,480",508.4,511.48,3.080000000000041
PROG_2020_00823938,"täällä suoriutuu ja sitä kautta
pystyy myös näyttöjä täällä on.","00:08:31,480","00:08:34,720",511.48,514.72,3.240000000000009
PROG_2020_00823938,"Tapana ylipäätään minkälaisesta
tilanteesta lähdetään kohti Lahden","00:08:34,720","00:08:39,080",514.72,519.08,4.360000000000014
PROG_2020_00823938,"Salpausselän maailmancup ja osa
maajoukkueesta on ollut edes","00:08:39,080","00:08:42,280",519.08,522.28,3.199999999999932
PROG_2020_00823938,"kiillä he eivät olleet täällä me
täällä nähtiin sitten periaatteessa","00:08:42,280","00:08:45,480",522.28,525.48,3.2000000000000455
PROG_2020_00823938,"kaikki loput Iivo Niskasta lukuun
ottamatta mutta mikä se tilanne on.","00:08:45,480","00:08:49,200",525.48,529.2,3.7200000000000273
PROG_2020_00823938,"Ja kyllähän tämä selkeytti
nyt sitä tilannetta sitten","00:08:49,200","00:08:51,720",529.2,531.72,2.519999999999982
PROG_2020_00823938,"urheilijalle itselle on myös
valmennusjohdolle että missä","00:08:51,720","00:08:54,200",531.72,534.2,2.480000000000018
PROG_2020_00823938,"itse kukainenkin on menossa että
kyllä nämä nyt nyt jos koskaan","00:08:54,200","00:08:57,320",534.2,537.32,3.1200000000000045
PROG_2020_00823938,"niin nämä Vantaan Suomen cupin
kilpailut oli kisat paikalla.","00:08:57,320","00:09:00,560",537.32,540.56,3.2399999999998954
PROG_2020_00823938,"Hyvä kiitoksia Samin ja tosiaan
viikon päästä viikonloppuna","00:09:00,560","00:09:03,360",540.56,543.36,2.800000000000068
PROG_2020_00823938,"päästään sitten jälleen
tositoimiin maailman cupin","00:09:03,360","00:09:05,520",543.36,545.52,2.159999999999968
PROG_2020_00823938,merkeissä Lahden Salpausselällä.,"00:09:05,520","00:09:08,960",545.52,548.96,3.4400000000000546
PROG_2020_00823938,"Viime vuoden lajiensa parhaat
suomalaisurheilijat on valittu ja","00:09:08,960","00:09:12,640",548.96,552.64,3.67999999999995
PROG_2020_00823938,"listan löydät nettisivuiltamme
huomenna TV kahdessa klo 20","00:09:12,640","00:09:16,240",552.64,556.24,3.6000000000000227
PROG_2020_00823938,"alkavan urheilugaalan huipentaa
vuoden urheilijan valinta.","00:09:16,240","00:09:19,640",556.24,559.64,3.3999999999999773
PROG_2020_00823938,Hetkeksi näkemiin.,"00:09:19,640","00:09:22,160",559.64,562.16,2.519999999999982
PROG_2020_00824170,"Hyvää iltaa vielä urheilusta.
Ilkka Herola nousi huippuhiihdolla","00:00:13,440","00:00:16,880",13.44,16.88,3.4399999999999995
PROG_2020_00824170,"toiseksi kun yhdistetyn
maailmancup palasi lähes","00:00:16,880","00:00:19,840",16.88,19.84,2.960000000000001
PROG_2020_00824170,"kuukauden mittaiselta joulutauolta
Italian val di Fiemmessä.","00:00:19,840","00:00:23,240",19.84,23.24,3.3999999999999986
PROG_2020_00824170,"Kakkosia sivuaa Heron uran parasta
sijoitusta maailman cupissa.","00:00:23,240","00:00:27,280",23.24,27.28,4.040000000000003
PROG_2020_00824170,"Mäkiharjoittelun joulutauolla
keskittyneen Ilkka","00:00:28,720","00:00:31,200",28.72,31.2,2.4800000000000004
PROG_2020_00824170,"Herolan hyppy kantoi 99 metriin,","00:00:31,200","00:00:34,400",31.2,34.4,3.1999999999999993
PROG_2020_00824170,"mutta tyylipisteitä rokotti
horjahdus alastulossa.","00:00:34,400","00:00:37,280",34.4,37.28,2.8800000000000026
PROG_2020_00824170,"Maailman cupin kärkimies
Norjan jarmannus Riber ponnisti","00:00:37,280","00:00:40,760",37.28,40.76,3.479999999999997
PROG_2020_00824170,"106 metriä ja pääsi ladulle
40 sekunnin etumatkalta.","00:00:40,760","00:00:45,160",40.76,45.16,4.399999999999999
PROG_2020_00824170,"Herolla lähti matkaan lähes 1,5
minuuttia myöhemmin sieltä 17 mutta","00:00:45,160","00:00:49,600",45.16,49.6,4.440000000000005
PROG_2020_00824170,"sai pääjoukon kiinni jo ensimmäisellä
kierroksella. Viimeisessä nousussa","00:00:49,600","00:00:53,880",49.6,53.88,4.280000000000001
PROG_2020_00824170,"hyvävoimainen Herola päätti ottaa
ohjat käsiinsä kauden nopeimman","00:00:53,880","00:00:57,400",53.88,57.4,3.519999999999996
PROG_2020_00824170,"hiihtäen rivakka rytminvaihdos
jätti muut nuolemaan näppejään.","00:00:57,400","00:01:01,280",57.4,61.28,3.8800000000000026
PROG_2020_00824170,"Joskus vähän vaikea muistaa tässä
on kaksi lajia kuitenkin että","00:01:01,280","00:01:03,680",61.28,63.68,2.3999999999999986
PROG_2020_00824170,"olin mäkiosuuden jälkeen jo aika
epätoivoinen tontti päivän tuloksen","00:01:03,680","00:01:06,880",63.68,66.88,3.1999999999999957
PROG_2020_00824170,"kanssa olen melko varma et rakastu
siihen alastoman horjahtamassa","00:01:06,880","00:01:10,120",66.88,70.12,3.240000000000009
PROG_2020_00824170,"että sinä jäätiin kuin liian
kauas nyt niin se vaan tänään","00:01:10,120","00:01:12,720",70.12,72.72,2.5999999999999943
PROG_2020_00824170,"rakentuu esittämien panttisaasta
passeja läiskää mukaan ja tuota,","00:01:12,720","00:01:16,160",72.72,76.16,3.4399999999999977
PROG_2020_00824170,"kyllähän se tarjos tunnetteko
Pristinan lopusta pelätä laittamaan
kaikki paketeista letkasta.","00:01:16,160","00:01:20,680",76.16,80.68,4.52000000000001
PROG_2020_00824170,"River tuuletti maalissa uransa
30:ttä maailmancup voittoa.","00:01:20,680","00:01:24,680",80.68,84.68,4.0
PROG_2020_00824170,"Herolla sivusi toisella
sijallaan uransa parasta ja","00:01:24,680","00:01:27,480",84.68,87.48,2.799999999999997
PROG_2020_00824170,"nousi palkintokorokkeelle
ensimmäistä kertaa tällä kaudella.","00:01:27,480","00:01:30,480",87.48,90.48,3.0
PROG_2020_00824170,"Saksan Vincent kaiken oli kolmas Ihan
kylmät väreet tuli ja etenkin sen","00:01:30,480","00:01:35,280",90.48,95.28,4.799999999999997
PROG_2020_00824170,"viimeisen mallin isku niin en sitä
en kyllä odottanut semmonen tulee,","00:01:35,280","00:01:39,040",95.28,99.03999999999999,3.759999999999991
PROG_2020_00824170,"että en oo ikinä pilkata vastaava
kirjastossa ja olin olin varma","00:01:39,040","00:01:43,400",99.03999999999999,103.4,4.360000000000014
PROG_2020_00824170,"et tuli väärä taktiikka siihen,
koska koska Tozo Sportsin osin","00:01:43,400","00:01:46,440",103.4,106.44,3.039999999999992
PROG_2020_00824170,"päällekkäinen pitkä pitkä laskutan
maalialueelleni kasvaa kyllä","00:01:46,440","00:01:49,200",106.44,109.2,2.760000000000005
PROG_2020_00824170,"urakat myös aika hyvin ja silloin
peräpäästä vaan heittämällä ohi,","00:01:49,200","00:01:52,800",109.2,112.8,3.5999999999999943
PROG_2020_00824170,"mutta mutta oli kyllä yllättävän
iso ero ja urheilla ties mitä
tekee hyvää niin se pitää ollakin.","00:01:52,800","00:01:58,760",112.8,118.75999999999999,5.959999999999994
PROG_2020_00824170,"Aattelen terrorisoi ja Kokkosen
Petterin kaikkia ohjeita","00:01:58,760","00:02:01,080",118.75999999999999,121.08,2.3200000000000074
PROG_2020_00824170,"vastaan ja näyttää kaikille
siinä jyrkällä jaettavaa tänne","00:02:01,080","00:02:03,880",121.08,123.88,2.799999999999997
PROG_2020_00824170,"tulee kalaa vissi että vähän
ekana siihen laskun kuitenkin.","00:02:03,880","00:02:06,120",123.88,126.12,2.240000000000009
PROG_2020_00824170,"Spedehän oli siellä joka jatkossa
aluekehityksen haasteita halvan","00:02:06,120","00:02:09,600",126.12,129.6,3.4799999999999898
PROG_2020_00824170,"mutta tuota loppujen lopuksi
menee ihan niin kuin ennenkin.","00:02:09,600","00:02:12,160",129.6,132.16,2.5600000000000023
